1119,25,9
1120,23,23
1121,21,21
1122,24,33
1123,30,24
1124,37,32
1125,38,37
1126,38,44
1127,44,41
1128,41,41
1129,42,42
1130,45,147
1131,147,49
1132,49,49
1133,50,50
1134,51,51
1135,58,57
1136,59,30
1137,60,69
1138,63,10
1139,64,17
1140,67,14
1141,150,42
1142,154,14
1143,155,42
1144,156,42
1145,62,41
1146,66,77
1147,152,37
1148,153,24
1149,72,68
1150,78,79
1151,158,71
1152,159,147
1153,160,8
1154,161,13
1155,162,71
1156,68,147
1157,70,24
1158,71,71
1159,77,49
1160,79,24
1161,80,24
1162,89,77
1163,5,42
1164,6,8
1165,7,8
1166,89,32
1167,8,8
1168,12,18
1169,93,33
1170,95,9
1171,9,13
1172,10,10
1173,11,13
1174,13,16
1175,92,17
1176,94,17
1177,96,21
1178,89,21
1179,8,8
1180,12,18
1181,9,33
1182,10,10
1183,11,13
1184,13,16
1185,21,17
1186,106,17
1187,18,21
1188,108,33
1189,110,23
1190,16,21
1191,17,21
1192,105,21
1193,107,113
1194,109,21
1195,21,21
1196,23,72
1197,25,24
1198,14,14
1199,113,24
1200,111,57
1201,112,42
1202,24,30
1203,89,49
1204,8,8
1205,12,18
1206,9,33
1207,10,10
1208,18,13
1209,33,16
1210,33,17
1211,11,21
1212,13,21
1213,16,21
1214,17,17
1215,21,21
1216,21,21
1217,132,23
1218,23,23
1219,24,24
1220,134,25
1221,14,30
1222,25,105
1223,30,44
1224,32,32
1225,37,37
1226,130,38
1227,131,44
1228,133,41
1229,139,41
1230,145,72
1231,25,147
1232,23,69
1233,24,24
1234,30,105
1235,32,32
1236,37,37
1237,136,38
1238,137,44
1239,138,8
1240,140,70
1241,141,42
1242,142,42
1243,8,8
1244,18,18
1245,9,33
1246,10,10
1247,13,13
1248,16,16
1249,17,17
1250,21,21
1251,21,21
1252,8,8
1253,12,18
1254,9,33
1255,10,10
1256,11,13
1257,21,16
1258,18,17
1259,13,33
1260,16,21
1261,17,17
1262,21,21
1263,116,21
1264,124,33
1265,113,23
1266,115,23
1267,117,117
1268,121,17
1269,122,8
1270,123,123
1271,33,42
1272,72,30
1273,78,23
1274,23,80
1275,25,24
1276,14,30
1277,105,37
1278,125,71
1279,126,32
1280,24,105
1281,30,21
1282,32,32
1283,37,37
1284,38,38
1285,44,44
1286,41,41
1287,42,42
1288,147,147
1289,49,49
1290,50,50
1291,51,51
1292,57,57
1293,68,68
1294,69,69
1295,70,70
1296,71,71
1297,75,75
1298,77,77
1299,79,79
1300,80,78
1301,8,8
1302,12,18
1303,9,33
1304,10,10
1305,11,13
1306,13,16
1307,8,8
1308,12,18
1309,9,33
1310,10,10
1311,18,13
1312,33,16
1313,11,17
1314,13,21
1315,16,21
1316,17,17
1317,21,21
1318,113,21
1319,105,105
1320,14,23
1321,25,25
1322,23,69
1323,24,21
1324,30,33
1325,32,32
1326,21,37
1327,37,72
1328,38,24
1329,44,44
1330,41,41
1331,42,42
1332,147,147
1333,49,49
1334,50,50
1335,51,51
1336,57,57
1337,68,68
1338,69,69
1339,70,70
1340,71,71
1341,75,75
1342,77,77
1343,79,79
1344,72,42
1345,78,78
1346,80,78
1347,8,8
1348,12,18
1349,9,33
1350,10,10
1351,11,13
1352,13,16
1353,8,8
1354,12,18
1355,21,33
1356,8,8
1357,12,18
1358,9,33
1359,10,10
1360,11,13
1361,21,16
1362,18,17
1363,36,33
1364,13,21
1365,16,21
1366,17,17
1367,113,21
1368,21,21
1369,23,33
1370,24,24
1371,25,14
1372,14,30
1373,105,33
1374,30,49
1375,35,32
1376,8,8
1377,12,18
1378,9,33
1379,10,10
1380,11,13
1381,13,16
1382,18,17
1383,21,17
1384,33,21
1385,33,21
1386,16,23
1387,17,25
1388,132,21
1389,14,21
1390,105,10
1391,23,23
1392,21,24
1393,24,33
1394,25,24
1395,30,30
1396,32,32
1397,37,37
1398,130,38
1399,131,44
1400,134,21
1401,133,33
1402,145,72
1403,25,51
1404,23,30
1405,24,49
1406,30,51
1407,32,32
1408,37,37
1409,38,38
1410,44,44
1411,41,41
1412,42,42
1413,147,147
1414,49,49
1415,50,50
1416,113,51
1417,51,57
1418,57,68
1419,68,68
1420,69,69
1421,70,77
1422,72,71
1423,78,75
1424,71,33
1425,75,122
1426,77,77
1427,79,51
1428,80,80
1429,8,8
1430,12,18
1431,9,33
1432,10,10
1433,11,13
1434,13,16
1435,18,17
1436,33,17
1437,16,21
1438,17,21
1439,21,21
1440,21,21
1441,33,33
1442,132,23
1443,23,24
1444,24,24
1445,14,30
1446,25,33
1447,30,44
1448,32,32
1449,37,37
1450,130,38
1451,131,44
1452,134,41
1453,133,105
1454,105,41
1455,113,113
1456,145,42
1457,25,69
1458,23,30
1459,24,21
1460,30,17
1461,32,32
1462,37,37
1463,38,38
1464,44,44
1465,41,41
1466,42,42
1467,147,147
1468,49,49
1469,50,50
1470,51,51
1471,57,57
1472,68,68
1473,69,69
1474,70,70
1475,72,71
1476,71,75
1477,75,78
1478,77,77
1479,79,79
1480,78,80
1481,80,42
1482,8,8
1483,12,18
1484,9,33
1485,10,10
1486,11,13
1487,13,16
1488,18,17
1489,33,17
1490,33,21
1491,16,21
1492,17,23
1493,21,21
1494,21,21
1495,132,33
1496,23,24
1497,14,24
1498,105,23
1499,24,30
1500,25,25
1501,30,30
1502,32,32
1503,37,37
1504,130,38
1505,131,44
1506,134,41
1507,133,41
1508,145,75
1509,25,147
1510,23,30
1511,24,38
1512,30,7
1513,32,32
1514,37,37
1515,38,38
1516,44,44
1517,41,41
1518,42,42
1519,147,147
1520,49,49
1521,50,50
1522,51,51
1523,57,57
1524,68,68
1525,69,69
1526,70,70
1527,113,71
1528,72,75
1529,78,57
1530,71,80
1531,75,89
1532,77,77
1533,79,51
1534,80,42
1535,8,8
1536,12,18
1537,9,33
1538,10,10
1539,11,13
1540,21,16
1541,18,17
1542,13,33
1543,16,21
1544,17,17
1545,21,21
1546,33,21
1547,72,23
1548,23,21
1549,25,24
1550,14,30
1551,105,21
1552,113,113
1553,24,51
1554,30,30
1555,32,32
1556,37,37
1557,38,38
1558,44,44
1559,41,41
1560,42,42
1561,147,147
1562,49,49
1563,50,50
1564,51,51
1565,57,57
1566,68,68
1567,69,69
1568,70,70
1569,71,71
1570,75,75
1571,77,77
1572,79,79
1573,78,42
1574,80,80
1575,8,8
1576,12,18
1577,33,33
1578,9,9
1579,10,10
1580,11,13
1581,13,16
1582,16,17
1583,18,17
1584,33,21
1585,17,23
1586,21,21
1587,21,21
1588,132,33
1589,23,24
1590,24,24
1591,105,25
1592,14,30
1593,25,78
1594,30,23
1595,32,32
1596,37,37
1597,130,38
1598,131,44
1599,134,41
1600,133,41
1601,145,72
1602,25,17
1603,23,24
1604,24,24
1605,30,57
1606,32,32
1607,37,37
1608,38,38
1609,44,44
1610,41,41
1611,42,42
1612,147,147
1613,49,49
1614,50,50
1615,51,51
1616,57,57
1617,68,68
1618,69,69
1619,113,70
1620,70,71
1621,72,75
1622,78,71
1623,71,80
1624,75,77
1625,77,77
1626,79,51
1627,80,80
1628,8,8
1629,12,18
1630,9,33
1631,10,10
1632,11,13
1633,13,16
1634,8,8
1635,9,18
1636,10,10
1637,12,13
1638,18,16
1639,33,33
1640,11,21
1641,13,21
1642,16,21
1643,17,17
1644,21,21
1645,21,21
1646,23,23
1647,24,24
1648,14,25
1649,25,30
1650,30,105
1651,32,32
1652,37,37
1653,38,38
1654,44,44
1655,41,41
1656,42,42
1657,147,14
1658,49,49
1659,50,50
1660,72,51
1661,105,57
1662,113,51
1663,51,147
1664,57,57
1665,68,68
1666,69,69
1667,70,70
1668,71,71
1669,75,75
1670,77,77
1671,79,79
1672,78,80
1673,80,42
1674,8,8
1675,12,18
1676,9,33
1677,10,10
1678,11,13
1679,13,16
1680,16,17
1681,8,8
1682,12,18
1683,9,33
1684,10,10
1685,11,13
1686,18,16
1687,13,33
1688,16,21
1689,17,17
1690,21,21
1691,33,21
1692,21,23
1693,116,72
1694,124,25
1695,23,23
1696,25,24
1697,14,30
1698,113,21
1699,115,32
1700,117,117
1701,121,121
1702,24,21
1703,30,44
1704,32,32
1705,122,37
1706,123,38
1707,37,37
1708,38,37
1709,44,44
1710,41,41
1711,42,42
1712,147,147
1713,49,49
1714,50,50
1715,72,51
1716,51,57
1717,57,57
1718,68,68
1719,69,69
1720,125,72
1721,126,78
1722,70,75
1723,105,21
1724,71,113
1725,75,17
1726,77,77
1727,79,75
1728,78,51
1729,80,80
1730,8,8
1731,12,18
1732,9,33
1733,10,10
1734,11,13
1735,13,16
1736,18,17
1737,36,17
1738,16,21
1739,99,21
1740,100,21
1741,101,21
1742,17,21
1743,20,21
1744,113,23
1745,14,80
1746,23,21
1747,25,24
1748,24,69
1749,30,21
1750,35,32
1751,106,23
1752,108,38
1753,110,38
1754,105,50
1755,107,77
1756,109,24
1757,111,147
1758,112,42
1759,8,8
1760,12,18
1761,9,33
1762,10,10
1763,11,13
1764,13,16
1765,8,8
1766,12,18
1767,9,33
1768,10,10
1769,11,13
1770,18,16
1771,33,33
1772,33,21
1773,21,21
1774,132,21
1775,13,23
1776,16,24
1777,17,17
1778,113,21
1779,14,23
1780,23,23
1781,21,24
1782,24,33
1783,25,24
1784,30,30
1785,32,32
1786,37,37
1787,130,38
1788,131,44
1789,134,8
1790,133,57
1791,145,33
1792,25,37
1793,23,30
1794,24,24
1795,30,70
1796,32,32
1797,37,37
1798,38,38
1799,44,44
1800,41,41
1801,42,42
1802,147,147
1803,49,49
1804,50,50
1805,51,51
1806,57,57
1807,68,68
1808,69,69
1809,70,70
1810,105,71
1811,72,75
1812,78,78
1813,71,70
1814,75,79
1815,77,77
1816,79,51
1817,80,80
1818,8,8
1819,12,18
1820,18,33
1821,21,9
1822,33,33
1823,33,13
1824,9,25
1825,10,10
1826,116,13
1827,124,16
1828,132,23
1829,11,21
1830,13,23
1831,16,23
1832,17,17
1833,113,21
1834,115,24
1835,117,117
1836,121,17
1837,122,21
1838,123,123
1839,21,78
1840,23,37
1841,14,24
1842,25,105
1843,24,24
1844,30,21
1845,32,32
1846,37,37
1847,130,38
1848,131,44
1849,134,8
1850,133,75
1851,145,51
1852,25,69
1853,23,30
1854,24,80
1855,105,17
1856,125,24
1857,30,105
1858,32,32
1859,37,37
1860,38,79
1861,44,44
1862,126,41
1863,41,72
1864,42,42
1865,147,42
1866,49,49
1867,50,50
1868,51,72
1869,57,57
1870,68,68
1871,69,69
1872,70,13
1873,72,71
1874,78,30
1875,71,32
1876,75,68
1877,77,77
1878,79,37
1879,80,71
1880,1,72
1881,12,8
1882,8,8
1883,9,18
1884,10,10
1885,11,13
1886,13,16
1887,16,17
1888,99,17
1889,100,21
1890,101,21
1891,17,21
1892,20,21
1893,113,21
1894,23,25
1895,24,24
1896,105,25
1897,14,30
1898,25,105
1899,30,23
1900,18,32
1901,36,33
1902,35,38
1903,8,8
1904,12,18
1905,9,33
1906,10,10
1907,11,13
1908,13,16
1909,21,17
1910,18,17
1911,33,33
1912,16,21
1913,17,23
1914,113,21
1915,23,24
1916,24,21
1917,21,25
1918,105,30
1919,14,23
1920,25,105
1921,30,23
1922,32,32
1923,37,37
1924,38,38
1925,44,44
1926,41,41
1927,42,42
1928,147,147
1929,49,49
1930,50,50
1931,51,51
1932,57,57
1933,68,68
1934,69,69
1935,70,70
1936,72,71
1937,71,75
1938,75,75
1939,77,77
1940,79,79
1941,78,72
1942,80,78
1943,8,8
1944,9,18
1945,10,10
1946,12,13
1947,21,16
1948,18,33
1949,33,33
1950,116,21
1951,124,25
1952,11,21
1953,13,25
1954,16,21
1955,17,17
1956,113,21
1957,115,23
1958,117,117
1959,121,17
1960,122,21
1961,123,42
1962,14,24
1963,25,24
1964,23,23
1965,24,37
1966,21,33
1967,30,21
1968,32,32
1969,37,37
1970,38,38
1971,44,44
1972,41,41
1973,42,42
1974,147,147
1975,49,49
1976,50,50
1977,105,51
1978,125,57
1979,126,78
1980,51,105
1981,57,70
1982,68,68
1983,69,69
1984,70,70
1985,72,71
1986,78,75
1987,71,21
1988,75,79
1989,77,77
1990,79,51
1991,80,80
1992,36,8
1993,8,8
1994,18,18
1995,9,33
1996,10,10
1997,13,13
1998,16,16
1999,17,17
2000,21,21
2001,106,21
2002,108,11
2003,110,21
2004,23,105
2005,25,24
2006,14,14
2007,105,113
2008,113,113
2009,24,24
2010,107,30
2011,30,77
2012,109,32
2013,35,14
2014,111,133
2015,112,75
2016,37,145
2017,89,38
2018,21,131
2019,8,8
2020,12,12
2021,18,9
2022,33,9
2023,72,33
2024,9,9
2025,10,10
2026,11,13
2027,13,13
2028,16,16
2029,99,17
2030,100,21
2031,101,101
2032,17,17
2033,21,20
2034,23,23
2035,24,24
2036,25,30
2037,14,30
2038,105,105
2039,113,30
2040,30,80
2041,32,32
2042,37,37
2043,38,38
2044,44,44
2045,41,41
2046,42,42
2047,147,147
2048,49,49
2049,50,50
2050,51,51
2051,57,57
2052,68,68
2053,69,69
2054,70,70
2055,71,71
2056,75,75
2057,77,77
2058,79,79
2059,78,78
2060,21,80
2061,80,80
2062,8,8
2063,12,12
2064,9,9
2065,10,10
2066,11,11
2067,13,13
2068,16,18
2069,21,17
2070,18,21
2071,33,33
2072,17,16
2073,23,113
2074,24,25
2075,14,23
2076,25,25
2077,21,30
2078,30,23
2079,32,32
2080,37,37
2081,38,38
2082,44,44
2083,41,41
2084,42,42
2085,49,147
2086,147,50
2087,50,49
2088,51,50
2089,57,57
2090,68,68
2091,69,69
2092,72,70
2093,78,71
2094,105,37
2095,70,70
2096,113,71
2097,71,71
2098,75,75
2099,77,77
2100,79,79
2101,80,78
2102,8,8
2103,12,12
2104,9,9
2105,10,10
2106,11,11
2107,18,13
2108,33,33
2109,13,33
2110,16,16
2111,17,17
2112,132,21
2113,23,14
2114,24,24
2115,14,14
2116,25,25
2117,30,14
2118,32,32
2119,37,37
2120,130,38
2121,131,131
2122,134,134
2123,116,133
2124,124,124
2125,133,113
2126,33,145
2127,21,105
2128,72,80
2129,78,78
2130,21,23
2131,105,30
2132,113,49
2133,115,147
2134,117,117
2135,121,121
2136,122,122
2137,123,123
2138,125,10
2139,126,72
2140,145,42
2141,25,25
2142,23,72
2143,24,24
2144,30,125
2145,32,32
2146,37,37
2147,136,38
2148,38,131
2149,145,72
2150,44,71
2151,41,41
2152,42,42
2153,147,147
2154,49,49
2155,50,80
2156,51,105
2157,57,57
2158,68,68
2159,69,71
2160,70,21
2161,71,105
2162,75,75
2163,77,77
2164,79,79
2165,80,78
2166,8,8
2167,12,12
2168,9,9
2169,10,10
2170,11,11
2171,13,13
2172,21,18
2173,18,18
2174,33,33
2175,16,16
2176,17,17
2177,113,113
2178,14,23
2179,25,23
2180,23,23
2181,21,105
2182,24,14
2183,30,24
2184,32,32
2185,37,37
2186,38,38
2187,44,44
2188,41,41
2189,42,42
2190,147,147
2191,49,49
2192,50,50
2193,51,51
2194,57,57
2195,68,68
2196,69,69
2197,70,70
2198,105,71
2199,72,72
2200,71,78
2201,75,75
2202,77,77
2203,79,79
2204,78,78
2205,80,80
2206,8,8
2207,12,12
2208,9,9
2209,10,10
2210,11,11
2211,13,13
2212,21,18
2213,18,18
2214,33,33
2215,16,16
2216,99,17
2217,100,113
2218,101,101
2219,17,17
2220,113,20
2221,14,105
2222,23,23
2223,21,24
2224,24,21
2225,25,30
2226,30,30
2227,32,32
2228,37,37
2229,38,38
2230,44,44
2231,41,41
2232,42,42
2233,147,147
2234,49,49
2235,50,50
2236,51,72
2237,57,57
2238,68,68
2239,69,69
2240,105,70
2241,70,9
2242,72,72
2243,71,78
2244,75,75
2245,77,77
2246,79,79
2247,78,78
2248,80,80
2249,8,8
2250,21,12
2251,12,9
2252,9,9
2253,10,10
2254,11,11
2255,18,13
2256,33,33
2257,13,33
2258,16,16
2259,17,17
2260,105,21
2261,113,113
2262,14,24
2263,23,23
2264,24,14
2265,21,14
2266,25,14
2267,30,30
2268,32,32
2269,37,37
2270,38,38
2271,44,44
2272,41,41
2273,42,42
2274,147,147
2275,49,49
2276,50,50
2277,51,72
2278,57,57
2279,68,68
2280,69,69
2281,70,70
2282,72,72
2283,78,71
2284,71,71
2285,75,75
2286,77,77
2287,79,79
2288,80,80
2289,8,8
2290,12,12
2291,21,9
2292,9,9
2293,10,10
2294,11,13
2295,18,13
2296,33,33
2297,33,33
2298,132,21
2299,134,23
2300,13,13
2301,16,16
2302,17,17
2303,14,113
2304,23,25
2305,24,24
2306,25,14
2307,30,30
2308,32,32
2309,37,37
2310,130,38
2311,131,131
2312,21,134
2313,133,24
2314,145,145
2315,25,25
2316,23,23
2317,24,24
2318,30,30
2319,32,32
2320,37,37
2321,38,38
2322,44,44
2323,41,41
2324,42,42
2325,147,147
2326,49,49
2327,50,50
2328,105,51
2329,113,51
2330,72,126
2331,78,10
2332,51,71
2333,57,57
2334,68,68
2335,69,69
2336,70,70
2337,71,71
2338,75,75
2339,77,77
2340,79,79
2341,80,78
2342,8,8
2343,18,12
2344,33,9
2345,21,9
2346,9,9
2347,10,10
2348,13,13
2349,16,16
2350,17,17
2351,113,21
2352,105,14
2353,14,23
2354,25,21
2355,23,23
2356,21,24
2357,24,24
2358,30,30
2359,32,32
2360,37,37
2361,38,38
2362,44,44
2363,41,41
2364,42,42
2365,147,147
2366,49,49
2367,50,50
2368,51,51
2369,57,57
2370,68,68
2371,69,69
2372,70,70
2373,71,71
2374,75,75
2375,77,77
2376,79,79
2377,72,78
2378,78,72
2379,80,80
2380,8,8
2381,18,12
2382,12,9
2383,9,9
2384,10,10
2385,11,11
2386,13,13
2387,16,18
2388,21,17
2389,106,21
2390,17,11
2391,105,21
2392,107,113
2393,21,80
2394,8,8
2395,12,12
2396,9,9
2397,10,10
2398,11,11
2399,13,13
2400,16,18
2401,21,17
2402,116,21
2403,124,124
2404,18,23
2405,33,33
2406,17,16
2407,113,113
2408,115,115
2409,117,117
2410,121,121
2411,122,24
2412,123,123
2413,14,14
2414,105,25
2415,25,24
2416,21,23
2417,23,24
2418,24,24
2419,30,105
2420,32,32
2421,37,37
2422,38,38
2423,44,44
2424,41,41
2425,42,42
2426,147,147
2427,49,49
2428,50,50
2429,125,72
2430,126,105
2431,51,72
2432,57,57
2433,68,68
2434,69,69
2435,70,70
2436,72,72
2437,71,78
2438,75,75
2439,77,77
2440,79,79
2441,78,78
2442,80,80
2443,8,8
2444,9,12
2445,10,10
2446,12,12
2447,11,21
2448,106,13
2449,18,11
2450,108,33
2451,110,9
2452,13,21
2453,16,16
2454,17,17
2455,113,21
2456,105,21
2457,107,23
2458,109,14
2459,111,105
2460,112,131
2461,8,8
2462,12,12
2463,9,9
2464,10,10
2465,11,11
2466,13,13
2467,16,18
2468,124,17
2469,18,21
2470,21,33
2471,33,33
2472,72,21
2473,78,23
2474,116,23
2475,17,124
2476,113,14
2477,115,23
2478,117,117
2479,121,121
2480,122,122
2481,123,123
2482,125,32
2483,126,72
2484,21,23
2485,23,24
2486,24,25
2487,25,30
2488,30,105
2489,32,32
2490,37,37
2491,38,38
2492,44,44
2493,41,41
2494,42,42
2495,147,147
2496,49,49
2497,50,50
2498,105,72
2499,14,105
2500,51,105
2501,57,57
2502,68,68
2503,69,69
2504,70,70
2505,71,72
2506,75,75
2507,77,77
2508,79,79
2509,80,80
2510,8,8
2511,12,12
2512,9,9
2513,10,10
2514,11,11
2515,21,13
2516,18,18
2517,33,33
2518,33,16
2519,132,16
2520,13,23
2521,16,16
2522,99,17
2523,100,113
2524,101,101
2525,17,17
2526,113,14
2527,21,24
2528,14,24
2529,23,105
2530,24,24
2531,25,24
2532,30,30
2533,32,32
2534,37,37
2535,130,38
2536,131,131
2537,134,134
2538,133,133
2539,23,145
2540,24,24
2541,105,80
2542,25,51
2543,30,24
2544,32,32
2545,37,37
2546,38,38
2547,44,44
2548,41,41
2549,42,42
2550,147,147
2551,49,49
2552,50,50
2553,51,105
2554,57,57
2555,68,68
2556,69,69
2557,70,70
2558,72,105
2559,78,71
2560,71,71
2561,75,75
2562,77,77
2563,79,79
2564,80,80
2565,18,8
2566,12,9
2567,8,9
2568,9,9
2569,10,10
2570,11,11
